index,tweet,label
5469,"ketika kamu gembira, kegembiraanmu tidak melampaui hakmu.ketika kamu berkuasa, kamu tidak mengambil sesuatu yang bukan hakmu. itulah adab orang beriman",Neutral
6893,"aku terlalu sayang kamu, juga terlalu bodoh untuk memahami; semua hanya permainanmu.",Sad
3801,bangett plss sy suka banget bikin itu,Love
6622,halah paling juga gugur lawan psg. kecewa sama taktiknya,Sad
52,"bangsat, mang lu udah?",Anger
4241,ist belum ada kasi kabar tentang anak anak??,Neutral
3882,sama-sama kak aku suka banget n di sini wkwk,Love
4961,sesungguhnya allah murka terhadap orang yang mahir terhadap ilmu dunia namun bodoh terhadap ilmu akhirat (hr. abu daud),Neutral
3085,ketika dokter pembimbing demanding suka nanya2 tetapi dia baik banget,Joy
159,buat dan kalo mau nyerang pemerintah itu janjian dulu gitu..keliatan pada bego nya kalo begini !!??,Anger
6189,kayanya sihh ga akan ada selca hari ini xixi penonton kecewa,Sad
1587,mendengar hp bunyi teh sekarng malah takut.. takut dapat kabar buruk,Fear
1589,kaget bgt liat om kungya masuk base sjdkdkkdldlr,Fear
1479,ngeri bgt,Fear
4438,rampok rumahnya saja kalo gitu,Neutral
3145,"pagi-pagi ada kabar baik kalo jimin sudah sembuh, dan tinggal menjalani masa pemulihan doang. alhamdulillah, sehat-sehat terus jimin!",Joy
1469,edan ngeri nyuak mang,Fear
4745,"bukan ranah bin. kecuali mau ditertawakan, silakan saja.",Neutral
3094,"random banget gue mimpiin mereka berdua wkwk dulu bucin banget sama film ini, gara gara film ini gue sempet suka film film thailand wkwk",Joy
4139,"masalah adalah hal yang biasa, namun tak peduli apapun masalahmu, percayalah, kamu tak sendiri karena tuhan selalu bersamamu.",Neutral
3574,"titalia , kenapa dia cantik banget yaallah eh bukan cantik si menawan aja gitu, suka banget liat nya kek pramugari , dia juga ramah banget",Love
2078,"okay, kak icus juga semangat ya",Joy
6932,ga enak bgt bangun bangun badan panass:(,Sad
4772,pagi pagi di keadaan gue yg ga enak badan bisa makan bubur itu sesuatu,Neutral
4334,"min, gak usah bolak balik tanya lampu modem. ini masalah di jaringan. modem normal. mati sejak dini hari tadi.",Neutral
6976,ngga enak badan,Sad
6430,"semalam hbs nonton dew. dew ini remake bungee jumping of their own korea. aku udah nonton yg ver korea dan memutuskan nonton yg versi thai krn katanya lebih sedih dan jg krn yg main ohm pawat. dan beneran emang sedih sih, aku lebih suka yg versi thai dri pd yg versi koreanya.",Sad
2828,semangat untuk hari ini,Joy
436,"iya itu kan dulu, taun lalu, sebelum tobat jadi pemuja fol ges, ngeyel banget kamu. kamu gatau saya ini pemuja fol ges, profil pake fol ges, mengakui klo fol ges itu godfather saya? kamu tolol banget sih. aku jijik banget sm kmu. capekbbggt:((",Anger
4075,sayang sama chikaa,Love
6853,kadang benci sama diri sendiri yang lemah banget dikit2 sakit dikit2 sakit bikin repot semua orang,Sad
2960,aw jadi malu wkwkwkwkwk tapi senang bengeettt,Joy
6093,"pagi"" saya udh di sambut tangis bunda",Sad
1588,"kata gw mimpi paling buruk tuh mimpi jadi pembunuh sumpah. gw sepanjang mimpi kaya stress sndiri ini gw kudu nyembunyiin mayatnya dmn trus gw kudu buat script apaa. sedih, takut, nyesel, panik, jadi satu. anjirlah stressful mampus.",Fear
4619,"ngga, aku biasa sendiri nder",Neutral
2780,semangat hari inii jangan lupa sarapan!!,Joy
6608,sabar cuma agak sedih,Sad
1590,"kaget lg ke toilet udh banjir, ternyata d-1 langsung cek flow dan wow ternyata benarr akurat jg flow yakk selama ini gue pikir gue haid selalu mundur atau kecepetan seminggu",Fear
4318,"yg nanya aja lewat tpi yg biasa kaga, ngapasie",Neutral
973,"aku dulu ada temen sekolah gayanya selangit, sok kaya banget, mana julid lagi, suka berantem dan ngerasa punya kekuasaan, eh ternyata minta keringanan biaya karena dia miskin trus temen kuliah dia orang kaya punya warnet, minta keringanan dr kampus buat bayar sampe 3 semester",Anger
1238,layout mu keramat aku jadi takut ajakin barengan,Fear
2951,hahhaa ngakak banget bin malu pastinya wkwk trs ketauan ga siapa yg cepirit?,Joy
2342,enak pastii,Joy
6018,"skrg tl gue jam segini sepi, dlu rame",Neutral
5974,selamat pagi mih dede fatih dah bs selfi donk pake hp de ahma ne lagi mau ucapin selamat pagi ah ma . tetap jadi orang yg humble ya ahma. tetap jadi org yg bahagia sebab setan itu datang dari perasaan tertekan dan sedih sekian tausiah dede fatih,Neutral
4546,sebaiknya d kasi penghargaan saja,Neutral
6047,selamat pagi untuk jiwa jiwaa yang sepi,Neutral
2231,kabar bahagia terus dari kemarin. mudah-mudahan bisa sehat terus semuaa,Joy
5180,"antum makin tampak bodoh sih ? banyak sumber yg dpt digunakan sebagai bahan perbandingan utk memperoleh informasi yg benar, bukan hanya lewat nuonline, seperti yg saya jelaskan diatas. jangan malas mencari atau browsing utk mendptkan informasi yg benar.",Neutral
1497,kicep. takut ketauan mungkin.,Fear
449,"tolol banget gue, anjing. kok bisa kelepasan",Anger
2369,"bersyukur sekali karena berkatmu aku juga bahagia dan merasa nyaman. inget taehyun tuh bawaannya happy,semoga panjang umur dan sehat selalu untukmu yang juga salah satu sumber bahagiaku",Joy
3809,jujur gatel pengen kritik adminnya lewat komen. tapi males banget orang2 ig terutama player genshin di ig tuh ngeri njir kalo diajak debat. suka argumen kosong doang yaudah aku ngerant di sini aja. siapa tau salah satu admin/temennya ada yg baca ya kan wkwk,Love
3429,"bang johnny kalo diliat lebih dalem lagi orangnya suka menempatkan dirinya dibelakang layar. ini yang jadiin aku suka banget sama dia karena kita sama2 suka ngelakuin banyak hal tanpa terlihat menonjol. aku pribadi ga suka dapet perhatian, aku pengennya nemenin orang yang emang--",Love
6920,"bisa ga si kalo bimbingan tu gausa digabung ama bokap"" s2 s3 gue kan jd jiper, malu bgt kalo ngang ngong ngang ngong keliatan begonya :(",Sad
4394,"hidup hanya sekali, jadi nikmai saja kawan :d",Neutral
2422,pagi bang semangat dmi sbuah perubahan dngn tindakan jauhi nato (not action talking only),Joy
6353,kecewa rage wi,Sad
5492,"bibi masak sayur bening katuk dong sama bakwan jagung,pake sambel terasi sama ayam goreng enak nih bi mau itu menunya iya tapi gk ada sayur katuk. aku anterin yuk ke pasar,"" yaudh ayuk "" . mb bgt liat org makan begitu kmrn di rs",Neutral
5770,gue kecil kenyang banget dipukul ibu gue. tapi sekarang gue bercandaannya suka manggil manggil dia make namanya doang. habit keluarga beda beda,Neutral
1551,malu kali nder,Fear
6277,kalau sepi pasien ya gini.. agak bosan jadinya,Sad
1146,men's team grup b ngeri kali,Fear
4638,"dulu pas sakit tipes tiap malem aku kaya gitu kak. malem nya demam smp menggigil, pagi nya normal lg",Neutral
2092,good moawwnnning! let's start this sunny morning with happiness bb don't forget to breakfast && mandi tp masih kepagian jadi nanti siangan aja :d have a nice day bffs semangat buat hari ini yuuuuup jangan lupa selalu bersyukur many people love you,Joy
1313,"( kaget saat punggungnya dipukul. dia sendiri juga baru sadar langsung sebut nama. ) ..kayaknya berani deh, jun. nggak tahu, kayak .. bisa aja.",Fear
2015,kadang tu kalo malem terus kamar sunyi tiba² ada suara cicak tu ngeri anjir gue langsung bangun lagi,Fear
187,kebawa emosi,Anger
3862,"tapitapi welcome paus babyl, kayanya aku jg masih baby sih, cuma 3tahun lebih dulu(?) tp sayang aku lagi suka adeknya, gasih karna mereka hiatus aja, besokk papi aku pulang wamil, kangen updatetan ig papi olkay",Love
3426,your hand fits in mine~ suka banget lagu little things sekalipun cuma diiringi gitar tp enakeun oy:',Love
5186,"engga dendam, cuma diotak mikir kok bisa kaya gini?",Neutral
1381,"anginnya kenceng bgt, takut :(",Fear
4314,"mama, selalu pesan pergi hospital buat check-up..tak sayang mama ke..mama, sebab terlalu sayanglah akak nak sentiasa ada dengan orang-orang yang akak sayang, dari duduk hospital dan susahkan orang..insyaa allah, akak masih kuat..doakan yaa..doa mama itu yang lebih hebat..",Neutral
413,artinya lg marah,Anger
6387,sedih banget anna:((,Sad
3455,fansnya terlalu fanatik padahal couplenya gk wow banget. gk suka dan mau skip tapi mesti nongol aja,Love
941,"friendlyy banget ofc ke cewe, playing victim, suka bgt umbar - umbar dia lagi deket sm cewe lain ke gue, mksdnya apa ya kak? suka gedeg gue tuh",Anger
801,"kadang"" suka bingung ama cewe yg nyari sugar daddy pengennya yang baik,tulus,pengertian giliran di apa""in gamau ya itu bapak lu kan ada tolol kalo konteksnya sama",Anger
3336,"eh aku ganti dn, masi kenal gakk? lagi suka banget sama nama panggilan ai sksk",Love
6631,lemes maszehh namanya juga emyu kadang bikin bahagia kadang juga kecewa bukan begitu,Sad
2750,"doaku ga minta banyak kok, cuma yg aku sayangi bahagia selalu, seperti km, ya km yg baca tweet ini",Joy
3548,suka banget warnanya,Love
4343,kabar dari kamulah yang sslalu ku tunggu.,Neutral
256,"jangan buat gua spill lu di rl ya njir, gua udh sabar udh hps twt udh ganti username tapi lu kayaknya emg nyari ribut sm gua ya cwek bangsat",Anger
6167,"pacarku baru aja diberhentikan dari kerjaanya, karena dari awal ga jujur tentang keinginannya. sedih banget, kasian mana cowo pula. udah ada niatan buat lamaran, tapi malah diberhentikan. semoga segera dapet pekerjaan baru",Sad
6944,cewek itu ga mau ngecewain cowoknya karena dia tau kalo dikecewain orang yang disayang itu rasanya ga enak dan sakit banget.,Sad
3199,wkejwkk tengkyu aisy kayaknya biasa ajah dech :d 3,Joy
2235,wah sekolah? semangat yaa,Joy
647,kek orang tolol,Anger
1767,ya allah aku takut kalau ada host yang main ratio sama fanbase kpop :(,Fear
5582,gini kan enak,Neutral
4837,harusnya cara nya bisa biasa aja. bener bener bikin speechless. gilaa,Neutral
5054,"2 kemungkinan: 1. elu tolol 2. temen lu jd sepuh di sma, smntr adek nya udah kuliah",Neutral
6731,"yg joonyong sedih bgtt ""cibee kajaa""",Sad
5521,"belum coba keduanya sih. btw, ada gaksih yang pake serum vit c bukannya tambah cerah malah hiperpigmentasi alias tambah gelap mukanya?",Neutral
24,iya ni tvn kan suka memancing emosi penonton,Anger
5598,"bos! ada f yg mau ditemenin morning enak? dm yuk sini, gue m ada di like, itsyourfriend",Neutral
1088,"gk usah mewek udah biasa gue liat kpop keluar masuk.gk usah lebay gk jadi lockey lagi.karna bias lu out.dalam dunia kpop keluar masuk itu hal biasa.kalau agensi dan denise tidak sejalan beda kemauan mau apa lu.mau maksa denise stay.mau maksa vine cegah denise ttap stay gk bisa, bikin jengkeeeelll",Anger
4013,cewek kalo udah syg sm seseorang suka kebangetan tulusnya. makanya pas putus *galau sm susah move on-nya itu loh jg suka kebangetan banget.,Love
2694,"kalau ibu sakit, ya ibu tetep kudu siapin makanan dll dll,walau pake delivery order segala macem,semangat ya bu",Joy
6760,sedih :(,Sad
3398,jujur dari awal sampe sekarang cuma suka jeongwoo dan haruto aja di teeasure ngarep banget mereka bikin duo,Love
112,"nah ini yg gw ksl gw si b aja lah liat si bright sm tu soalnya kek phinong bet tpi yg gw benci klo kek gt suka ngelunjak anjr fans nya mn ngejelek""in iwin lgi trs pasti udh kek berasa real bet pdhl cmn fanservice",Anger
2841,semangat banget,Joy
2311,"aku menemukan kentang goreng yang sangat enak aku akan memberitahu kalian nanti tunggu saja tidak sekarang, karena apa saja bisa dijadikan konten aku akan melakukan apapun dengan diriku sendiri jadi ini memakan waktu yang lama ^_^",Joy
3441,gak bakal kecewa deh kalo punya samsung ini. karna secara gitu. battery nya gede banget gaes. 500 mah. udah pas buat kalian yg suka ngegame parah,Love
3922,"thank you! lagi kangen banget sama exo. btw ceritanyaa sama banget suka exo dari kyungsoo huhu! doain ya semoga ada rezeki, mau ikut konser juga",Love
6724,masih sepi gasih kok belum ada ysd yg lewat,Sad
4739,apa kabar gw yang pecinta yang notabenenya pecinta buku non fiksi ..,Neutral
56,bangsat,Anger
1309,takut:(,Fear
695,woilah pagi pagi bikin emosi anjir,Anger
5154,"gw gk sok pinter sih, mungkin lu aja yg terlalu bodoh sampe ngeliat gw kaya gitu",Neutral
1227,"hujan tak kunjung reda, setiap hari hujan mulai menemani nih,.. jadi males keluar rumah,,untungnya wifi rumah pakai indihome jadi g takut internet lemot",Fear
1999,tatapan matanya bisa biasa aja gakk ngeri liatnya,Fear
276,hal yang paling gue benci dari sebuah proses adalah.. nungguin. dan lebih menyakitkan adalah nungguin hasil di kala badan masih belom membaik. capek banget tiap hari harus bergantung sm ibuprofen dan obat-obat lainnya biar sakitnya berkurang.,Anger
3764,"banget .. delapanpuluh halaman yang bisa bikin tercengang. betul. sekarang websitenya juga udah banyak, udah nyaman juga buat baca manhwa-manhwa yang lain. salah satu alasan saya jadi sering baca buku karena lupa urutan baca komik. suka bingung baca dari mana ke mana.",Love
4102,"bukan karena kebutuhan, tapi hanya iseng saja. joshua termasuk yang suka bergaul dengan berbagai lapisan masyarakat meskipun jika sudah puas akan menghilang begitu saja. ""alright."" joshua menyelesaikan pencukuran itu. ia segera mengambil sabun khusus dan membersihkan dada gori.",Neutral
1833,aku salkir ke org astagfirullah malu,Fear
5612,nih biar lebih semangat,Neutral
682,tapi meningkat banget hasilnya gimana kalau ditanyain? trus kamu pikir dosen cuma bakal lihat dan jadiin laporan evaluasi kita jadi bungkus gorengan? ya bakal ditanyain lah bambang bikin naik emosi pagi2.,Anger
4252,"dinilai menyindir, video tiktok maia estianty panen kritik",Neutral
6667,"ada yg salah besar di klub kalo tiap musim tidak mampu jadi penantang gelar di tiap kompetisi. kecewa stlh kecewa krn klub ini skrg klub pnh drama, bkn soal prestasi lagi. musim ini, semua kejadian ga enak terjadi di kandang. jadi bhn olok2 bhkn utk pihak yg ga bhs bola",Sad
6074,sahabat adalah mereka yg tahu bahwa ada sedih di matamu ketika seluruh dunia percaya dengan senyum di wajahmu.,Neutral
4048,"happy birthday jie semoga sehat dan bahagia selalu ya, pokoknya apapun yang kamu semoga kan semoga tercapai, terima kasih ya jie buat apapun itu ;3 i love youu jiee __,",Love
1137,ogeb bat dah pake sok sok an kaget,Fear
2767,enak mek,Joy
4740,biasa sj. biar bunuh org pun nm y cebong pasti bnr.. coz cebong sdh jd tuhan y rezim. sabar sj yg waras,Neutral
4457,"dari luar aku kelihatan baik-baik saja, tapi pikiran ku kusut sekali. rasa bersalah, overthingking terus",Neutral
942,"sumpah yaa, instagram tuh kadang resee suka gak kasih notiff",Anger
1036,"masalah nya yang spread hate nih cowo yaallah gua keseringan ribut sama cowo mulu jaman smp tuh anjrit bolak balik masuk bk soalnya ribut mulu, pas ditanya alesan nya bangsat banget ""saya ga suka dia bercanda nya sama yang lain selain sama saya bu"" anjingg",Anger
3745,aku orang yang suka banget berkendara kalo ngantuk tu melipir indmr cuma buat sekedar duduk sama minum apa gitu seringnya si kapal api gula aren yg dingin nah tadi liat disebelahnya ada kopi kenangan. itu bagus banget si kek tiba tiba bikin kemasan ritelan apa aku yg baru tau ya,Love
5707,"iya yaa, dulu suka banget bacain cerbung coboy junior yg cast nya iqbaal",Neutral
1346,ngeri ngeri,Fear
3615,gajelas banget tapi aku suka,Love
4127,biasanya ka nambah shipping dr supplier ke wh nya saja ka tambahannya 300 won selebihnya untuk ekspedisi tax tetep sharing sm barang ku yg lain,Neutral
2784,serius enak mas jd nya empuk banget dan wktu di goreng minyak dia ga minyakan jd keset gtu,Joy
4436,"sekarang berita dukacita udah mulai sliwar sliwer di wag lagi mas. temen sodara lama ga berkabar, tetiba kasih kabar duka. ealaah gusti..ngene lho isih ora percaya pandemi belum pergi.",Neutral
2384,"morning moots semangat, bsk kembali nganggur.",Joy
2988,"tiba-tiba keinget, dulu pas ospek ada senior yang baik banget sama aku, sampe diajak ngobrol pake bahasanya dia, aku gak ngerti dong, ternyata dia pikir sekolah asalku dari provinsi dia padahal beda haha tapiya tetep baik sih, cuma dia agak malu aja tiap ketemu",Joy
115,"dulu waktu smp saya jengkel banget sama ibu saya, mau pergi naik bus dari jombang ke bojonegoro (jawa timur) pake dianterin ke terminal bus. padahal pinginnya naik angkot saja.",Anger
4935,itu perkara biasa dah,Neutral
3400,saya banget bu. udah dm juga soal suka sama konten nya bu guru. tapi belum dibaca. semoga terpilih deh.,Love
7044,"suka tapi dipendam. ya, gue banget :')",Sad
3119,"pertama suka idolnya tsukipro itu dari 2.5d butai tsukiuta, suka banget six gravity, baru deh dengerin drama cd dan nonton animenya. lalu menjalar ke grup lain kayak solids, growth, vazzy dan infinit0",Joy
4322,"ibu dr biologi, ayah dr pertanian. untung nama anaknya normal normal",Neutral
4959,"gue baru sadar 1 minggu lalu dgn emosi ga stabil. mulai dari ngerasain marah, sedih, nangis, dan sampai kayak orang depresi karena secapek itu tapi pas gue tau oh paham ternyata penyebab nya pra-menstruasi which is sometimes it's killing me",Neutral
5507,belum sarapan nunggu menang biar ada semangat lagi bang,Neutral
2819,selamat hari lahir. semoga bahagia hingga ke anak cucu,Joy
5547,semangat 45,Neutral
5473,belum sarapan sih.. ini lagi ujan indomie soto plus telur enak kali ya,Neutral
6693,bahagia adalah kecewa yang sudah lewat..:),Sad
5823,winner $200 aamiin pede aja dulu. biar ga keliatan menyedihkan. pickaw masih sepi senyap dari minggu lalu,Neutral
81,"gue kira di menfess sblmnya lu mau ngejokes trnyata bego beneran wkwk lo ga tau definisi ˜adik ™ atau gimana? semua org nyebut saudara kandang yg lebih mudanya ya ˜adik ™, ga usah nyuruh2 org buat ngaku deh, lo doang yg mikir bgtu bego! ga jelas lo",Anger
3021,"kita mungkin sekarang merasa takut, tapi nanti itulah yang membuat kita menjadi lebih kuat. cemangatttt",Joy
1972,mbakk.. aku kalo jadi kamu bakalan malu banget sihh coba bikin statement permintaan maaf dulu trus abis itu rest hehe tp semoga ga blunder lagi ya soalnya aku liat tweet kamu akhir2 ini suka blunder,Fear
1714,takut :(,Fear
3536,"gue jengkel banget pls ini sama seperti ultah gue kemarin! tante taunya gue suka korea, emak gue juga tau tuh. akhirnya tante nanya 'lia suka apa?' krn emak gue bingung antara nct dan bts, dijawab lah bts jadilah tuh kue kuning terang (butter) datang kerumah",Love
4541,"aku kurang tau kalo pesan yang kedua karena jujur ngebingungin, tapi kalo yang kucing kayaknya maksudnya jangan biarin masa lalu kamu menahan kamu untuk kemana mana. bisa dilihat kan si kucingnya gamau ninggalin rumahnya, dia kekeuh mau benerin rumahnya segala macem +",Neutral
5326,"menurutku ya secara acting dah ga diraguin lagi ya si prilly, dapet pesannya juga kok. cuman dr segi alur agak gak pas. bikin kaget kenapa bisa begini/begitu, akhirannya agak gantung juga. 7,5/100.",Neutral
3955,"fans jepang kalau bikin fanart wenzhou pasti suka ada cl nyempil, cl tuh anak wenzhou. gemes banget liatnya huhu",Love
4568,"n: tbh, lama banget kita nggak ngobrol karena sayanya kelamaan nggak muncul di grup kuil. semoga nanti saya bisa ngobrol banyak dengan kamu dan teman-teman yang lain. apa kabar, rai? v: genius",Neutral
1946,"bukan nggak suka sama seriesnya, iya aktingnya bagus, soundtracknya jg bagus, tapi ceritnya serem. serem banget.",Fear
4674,kan apa kabar ya yang lain ilang ilang,Neutral
6337,udh lama ga on tl gua jdi sepi mengecewakan,Sad
4967,nanti pawang nya marah loh pak lurah,Neutral
3488,":( suka banget sama pemilihan katanya, indah banget huhu",Love
1610,"waktunya kurang tepat kalo mau ke indo apalagi disini masih meningkat tuh cvd, aku takut dia knp knp, apalagi akhir akhir ini jadwal dia banyak banget ,cukup di korea aja jangan ke indo dulu semoga",Fear
4915,"apa saja sih masalah kota ini, kok suram banget kayaknya",Neutral
1251,seronok plus takut ada jugak. nk tengok sejauh mana kebolehan diri. bismillah..,Fear
4081,"ayo cek koleksinya, temukan angry draken yang unik nftindonesiamendunia _merketplace : skin normal: 0.003 eth",Neutral
3070,ini rame banget urang suka ge pas kr bocil wkwkw,Joy
6008,"hanya ada dua pilihan dalam cinta, bahagia atau kecewa. dan peringatan untuk siapapun yang bermain dengan cinta, harus siap merasakan keduanya.",Neutral
6915,"memang tida tau malu manusia satu ini:"")) mau marah tapi gk bisa",Sad
2867,semangat juga mass,Joy
5457,"parah iyo, enak rebahan cuy mbi ndelok udan",Neutral
6875,"sumpah kalo inget kayak kok gua bego dah, cuma muah doang sekian detik. skrg gua menyesli itu karna mantan gua makin cakep anj",Sad
3375,"aaaa habede eonnie yang selalu awet mudaa! suka banget sama dia dan drakor yang pernah dia mainin, sukses terus yaa eonnie!",Love
665,bukan emosian mba tapi bikin emosi,Anger
2194,enak banget jadi orang serba bisa.,Joy
6055,"rangnick: ""siapa pun bisa membayangkan bagaimana dia [elanga], dia hancur dan benar-benar kecewa."" (itv)",Neutral
4722,udah 3 tahun. kerja di bri dan gak bisa santai karna aturan baru setelah 5thn gak bisa ikut job opening lansung di cut,Neutral
6025,denger denger rp makin sepi ya,Neutral
5113,"nah itu tau club kebanggaan antum tolol, tpi kok antum masih mau jadi fans nya?",Neutral
1017,"amit amit banget gila kek bangga bgt tu orang suka ngentot sana sini, kek big rewards buat dia, sinting banget goblok",Anger
557,"itulah pukimak ny cebong .. udah dy yg d bodohin, teteep jugak bilang org yg bodoh .. kepala hotak kw lah ceby",Anger
5231,aku masih megang cs juga (buka preloved buku) dan suka dapat pertanyaan detail kaya gini meski mereka gajadi beli. awal-awal agak males sih tapi makin kesini aku sadar juga karena zaman sekarang banyak yang jual barang palsu dgn harga normal. jadi penjual emang harus sabar,Neutral
4414,"hai sobat bri, pesan telah kami respon melalui dm. akun resmi bri terdapat centang biru (verified) dan channel private resmi bri melalui whatsapp hanya nomor 08121214017. tks~shima",Neutral
1207,malu dan males,Fear
4051,"mimii cowoku si plg keren, its a good news to start my exhausting dayy. im beyond proud of u udh bisa ngelewatin semua sakitnya. mimii, lets make another happy memories again, we can laughing out loud again. aku sayang bgtt sm kamu, kamu jga hrs bahagia sehat selalu",Love
4270,"simpan saja dulu, setelah pensiun dari anggota dpr ditindaklanjuti lagi",Neutral
4233,woi aku gak baik2 saja gemes,Neutral
1510,"tadi baru gibah si crush gw kan nah tu tiba'orangnya muncul gw sengol lah kaki temen gw biar diem,kalau tau kan bisa malu",Fear
6852,pernah ga si kalian nyakitin diri sendiri biar ga marah hehe,Sad
4607,biasa lg ditambang nih ngawas. tidak ada hari libur wkwke,Neutral
3211,alhamdulillah kabar baik jimiinn,Joy
3630,"mau liat air terjun 'kah, mas? wilayah geiranger agak sepi karena penduduknya masih jarang, tapi justru bagus untuk orang-orang yang suka di tempat yang senyap. sayang sekali, kemarin tidak sempat berkunjung kesana.",Love
4825,": tentu saja, jika aku mengatakan aku 18 tahun, orang-orang akan percaya aku masih 18 tahun : orang yang bilang ""maaf?"" ayo muncul.. : hahaha : orang yang bilang ""itu berlebihan"" ayo muncul.. : eonni, oppa, paman, adik (dengan gaya imut)",Neutral
4827,milet kayak biasa suara nya outstanding banget + ditambah alunan piano nya hayato sumino,Neutral
266,lagi kesal gegara kelompok,Anger
3807,iya suka banget sama pola filet,Love
1140,emm hampir setiap waktu gitu sampe panik?,Fear
3162,saya udah biasa dibilang jahat wkwk,Joy
2111,semangat pagi,Joy
5020,"nyokap marah grgr gue sarapan sambil nonton aouad, katanya apa gak jijik ngeliat yg begituan?",Neutral
1909,jgn marah yq osah,Fear
5514,"ini kalo aku ya. paling ga bisa pake skincare kalo blm mandi. jadi aku selalu skincare setiap abis mandi. kalo malem gmn? ya mau tidur aku baru mandi. di rumah gerah soalnya, jd enak kalo mandi sebelum tidur.",Neutral
6041,"regina, kalau ingin cerita boleh dm aku ya regina. jangan sakiti diri kamu. aku mungkin blm tahu permasalahan km, tpi aku mengerti jk km lg ga baik aja. semoga km selalu diberi kekuatan ya regina. km boleh sedih, tpi km harus tetap semangat dan hadapi sgalanya. aku dsini regina.",Neutral
656,pagi-pagi bangsat,Anger
4764,"kucing hilang lps si chi ni hilang, cha dh xselera nk mkn.. wife bgtw yg cha dh kurus, mknn fav dia pun lgsg dh x mkn. rindu sgt kt chi, sbb dlu dia lh yg slalu jilat2 si chi ni sbb chi ni ade mslh cket. dia xblh jln dgn normal, ade mslh saraf kaki blka¦",Neutral
5002,"pekan 23 telah tiba! tim arema fc akan bertemu dengan tim asal ibukota persija jakarta. duel seru kali ini tentu tidak mudah untuk kedua tim, karena arema fc harus melawan persija yang membawa misi balas dendam kekalahan di putaran pertama.",Neutral
4534,meski sudah tiada tapi jasa glenn fredly dalam industri musik tanah air sangat luar biasa. karya-karya yang diciptakan glenn fredly sampai saat ini terus dihati masyarakat indonesia.,Neutral
998,"bapak sialan ya gabagus buat contoh, songong, bgst, capek bgt pasti punya bapk kek gitu. ha ha ha, arsen zeyeng, suka bgt gaya lu broo sayang arsen banyak2",Anger
5692,semua kucing suka nongki di sandal kah?? kucingku juga suka banget nongki di sandal,Neutral
2834,nanaananaannanaa:(( cepetan balik okaay? jaga kesehatan!! jangan lupa bahagia dan bersyukur,Joy
2809,"iya peran di about ada 3pengirim cerita, konselor, penonton. tapi di form cuma ada konselor dan penonton, kudu ottokhe??,seriuus? wkwk aku ngga tau ih kirain dah ganti jadi foto mijoo unnie aduh jadi ngga enak terima kasih kak rowun!!",Joy
1784,anjir jun malu bgt nggak.. terus diapain abis itu..,Fear
1237,"mau ikut komen, takut tambah dewasa",Fear
6233,hahaaha..sedih sgt ni fren. kongsi sama saya la boboy,Sad
5405,"jangankan fandom lain, orang orang 1 fandom mereka yang malu sama kelakuan circle ini aja ga di dengerin haha kalo sakit psikis better bawa ke psikiater si.",Neutral
4404,ditunggu kabar baikny ya,Neutral
4709,tentu saja tidaak wkwk,Neutral
5746,"who knows mungkin dinegara mereka, mereka ga bisa dapet impress sebanyak itu, tp begitu ke indo mereka bisa jd lebih terkenal, dihargai, jangan pake kata dimanfaatin mungkin bisa di blg nanti mereka ngomong gini gue suka banget di indonesia mereka baik2",Neutral
6988,"jujur, suka heran kenapa giliran gue yang punya masalah, gue jarang banget bisa leluasa cerita ke orang. padahal dengerin curhatan orang adaa kali tiap hari :)",Sad
2186,semangat puasanya an,Joy
2913,wkwkkw bego haha,Joy
1134,iya kaan yg lain suka pada coba pd gpp tp tetep takut wkwk,Fear
908,"pagi pagi liat orang bikin pie keliatan enak banget gataunya slime day=ruined, jengkel",Anger
4666,temtu saja akan hadir,Neutral
1303,"umm, aku gapapa. aku takut oversharing .. tapi makasih udah nawarin",Fear
6604,"sedih dari segitu banyak yang lihat tweet ku gak ada yang mau bantu, hanya beberapa orang yang sudah bantu aku bisa dihitung. terima kasih semoga allah ganti lebih banyak",Sad
1627,"gue udh kaget jongu knp, rupany bnrn dikoms. udh panik",Fear
5019,bukan benci tapi lebih ke males aja si sama sejarah,Neutral
1522,meratib takut raya lps tu upload gambar g jln2 tmpt viral,Fear
835,"kasian temen acara ultah, kmrn ditunda gara2 contact +, setelah ditunda banyak yg pamit maap ga bisa datang tanpa ngasih alesan. bilang aja congor2 tervaksin lu pada takut heboh season 3. sendirinya gak percaya keampuhan vaksin tapi nyuruh2 orang vaksin. gak lucu.",Anger
358,baru bangun kena marah tiba tiba but we should keep kiyowo,Anger
138,"ahahaaa khas buzzerp jokowi nuduh org mau, dituduh marah",Anger
299,"saya sungguh benci akan seto , dia ialah seksual anjing pokok pelukan sahaja",Anger
1556,takut positif trs gbs skolah hhshshhdhshdhsh mau nangis aja sumpahh pdhal aku masuk angin anjir,Fear
1003,suka banget menyengsarakan rakyat.. kemarin ngotot gak mau menaikan ump skrg mau atur atur iuan pekerja yg dipaksa potong dari gaji,Anger
382,salah bank katanya tak bagi paperwork pakai letterhead firma dia. eh eh. kau yang bodoh ok. bank pon kata kau tak check sebelum bagi cust sign,Anger
